entity_id	valid	rejected	polled	electors	PA	UNP	SLMC	TULF	SLPF	MEP	IND1	TELO	IND2	DPLF	EPRLF	IND4	NSSP	TKLO	PFF	DWC	IND3	IND 1	SMBP	IND5
EC-07A	31678	1380	33058	43988	16907	14239	0	0	421	99	0	0	0	0	0	0	0	0	12	0	0	0	0	0
EC-07B	43032	1801	44833	56041	24417	17643	0	0	780	172	0	0	0	0	0	0	0	0	20	0	0	0	0	0
EC-07C	38645	1975	40620	53066	21880	15830	0	0	805	105	0	0	0	0	0	0	0	0	25	0	0	0	0	0
EC-07D	54447	2418	56865	71765	31222	22059	0	0	940	202	0	0	0	0	0	0	0	0	24	0	0	0	0	0
EC-07E	60686	2747	63433	74337	33648	26099	0	0	601	296	0	0	0	0	0	0	0	0	42	0	0	0	0	0
EC-07F	58419	2937	61356	74331	33572	23874	0	0	505	389	0	0	0	0	0	0	0	0	79	0	0	0	0	0
EC-07G	48910	2132	51042	66221	27243	20412	0	0	891	340	0	0	0	0	0	0	0	0	24	0	0	0	0	0
EC-07H	44842	1418	46260	62011	23347	19885	0	0	612	983	0	0	0	0	0	0	0	0	15	0	0	0	0	0
EC-07I	49975	1808	51783	64320	28027	20576	0	0	645	704	0	0	0	0	0	0	0	0	23	0	0	0	0	0
EC-07J	49834	1962	51796	66342	29716	18528	0	0	819	732	0	0	0	0	0	0	0	0	39	0	0	0	0	0
EC-07P	12446	185	12631	13137	7977	4123	0	0	220	123	0	0	0	0	0	0	0	0	3	0	0	0	0	0
EC-08	379467	17167	396634	511109	227285	142024	0	0	8736	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08A	55607	3330	58937	71106	30743	23930	0	0	756	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08B	52614	2965	55579	70889	30834	20608	0	0	991	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08C	56637	2674	59311	74562	32837	21999	0	0	1554	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08D	49717	2318	52035	69050	32318	16069	0	0	1098	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08E	48935	1841	50776	66923	28191	19335	0	0	1304	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08F	53054	1632	54686	73461	32629	18915	0	0	1264	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08G	55555	2325	57880	77479	34760	19013	0	0	1600	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-08P	7348	82	7430	7639	4973	2155	0	0	169	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-09	246679	13539	260218	332805	132008	95382	0	0	15309	2080	997	0	468	0	0	0	0	0	168	0	0	0	267	0
EC-09A	53720	3763	57483	73236	28181	22078	0	0	2679	288	298	0	117	0	0	0	0	0	47	0	0	0	32	0
EC-09B	48331	2333	50664	66091	25501	18643	0	0	3169	680	154	0	112	0	0	0	0	0	23	0	0	0	49	0
EC-09C	60895	3239	64134	80917	33090	22882	0	0	4054	443	230	0	113	0	0	0	0	0	51	0	0	0	32	0
EC-09D	78136	4116	82252	106669	41739	30056	0	0	5151	554	315	0	126	0	0	0	0	0	46	0	0	0	149	0
EC-09P	5597	88	5685	5892	3497	1723	0	0	256	115	0	0	0	0	0	0	0	0	1	0	0	0	5	0
EC-10	13479	358	13837	596375	0	0	2098	0	0	0	374	0	10744	0	263	0	0	0	0	0	0	0	0	0
EC-10A	10446	302	10748	49504	0	0	56	0	0	0	214	0	9944	0	232	0	0	0	0	0	0	0	0	0
EC-10B	612	27	639	58949	0	0	5	0	0	0	43	0	556	0	8	0	0	0	0	0	0	0	0	0
EC-10C	121	6	127	60417	0	0	4	0	0	0	15	0	93	0	9	0	0	0	0	0	0	0	0	0
EC-10D	12	1	13	58382	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0
EC-10E	57	3	60	56496	0	0	0	0	0	0	17	0	40	0	0	0	0	0	0	0	0	0	0	0
EC-10F	8	0	8	52153	0	0	1	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0
EC-10G	34	1	35	40336	0	0	0	0	0	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0
EC-10H	79	3	82	51717	0	0	62	0	0	0	2	0	13	0	2	0	0	0	0	0	0	0	0	0
EC-10I	19	1	20	62372	0	0	0	0	0	0	9	0	8	0	2	0	0	0	0	0	0	0	0	0
EC-10J	2022	8	2030	50045	0	0	1914	0	0	0	26	0	76	0	6	0	0	0	0	0	0	0	0	0
EC-10K	66	0	66	55995	0	0	56	0	0	0	6	0	2	0	2	0	0	0	0	0	0	0	0	0
EC-10P	3	6	9	9	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
EC-11	42271	3009	45280	179435	5583	7850	8142	3039	0	0	624	0	1880	11567	3465	0	44	0	0	0	77	0	0	0
EC-11A	17677	1106	18783	54066	207	2437	5785	1127	0	0	92	0	1720	4403	1841	0	16	0	0	0	49	0	0	0
EC-11B	2211	125	2336	52197	342	799	906	8	0	0	4	0	82	13	53	0	2	0	0	0	2	0	0	0
EC-11C	21697	1766	23463	72434	4869	4497	1412	1756	0	0	502	0	66	7080	1465	0	26	0	0	0	24	0	0	0
EC-11P	686	12	698	738	165	117	39	148	0	0	26	0	12	71	106	0	0	0	0	0	2	0	0	0
EC-12	174088	15531	189619	265253	19278	23244	31072	76516	0	0	1547	17073	556	0	4802	0	0	0	0	0	0	0	0	0
EC-12A	48710	4705	53415	73640	2944	6891	11179	23261	0	0	91	3557	100	0	687	0	0	0	0	0	0	0	0	0
EC-12B	78157	5805	83962	123893	7413	13622	19368	28020	0	0	514	6804	347	0	2069	0	0	0	0	0	0	0	0	0
EC-12C	44201	4940	49141	64365	8672	2269	79	23688	0	0	926	6493	98	0	1976	0	0	0	0	0	0	0	0	0
EC-12P	3020	81	3101	3355	249	462	446	1547	0	0	16	219	11	0	70	0	0	0	0	0	0	0	0	0
EC-13	240766	12736	253502	318710	54150	78767	75092	24526	673	0	3366	4192	0	0	0	0	0	0	0	0	0	0	0	0
EC-13A	85760	4439	90199	112046	42819	42100	72	65	465	0	88	151	0	0	0	0	0	0	0	0	0	0	0	0
EC-13B	38472	2180	40652	51991	889	9874	21997	4355	44	0	344	969	0	0	0	0	0	0	0	0	0	0	0	0
EC-13C	38335	1454	39789	50248	584	7631	22653	6294	26	0	358	789	0	0	0	0	0	0	0	0	0	0	0	0
EC-13D	71822	4536	76358	97721	7959	16717	28851	13532	108	0	2420	2235	0	0	0	0	0	0	0	0	0	0	0	0
EC-13P	6377	127	6504	6704	1899	2445	1519	280	30	0	156	48	0	0	0	0	0	0	0	0	0	0	0	0
EC-14	119942	6682	126624	187991	23886	34986	26903	28380	589	0	608	3709	0	0	881	0	0	0	0	0	0	0	0	0
EC-14A	36154	2311	38465	54632	17183	14556	1870	1765	286	0	35	271	0	0	188	0	0	0	0	0	0	0	0	0
EC-14B	38812	2110	40922	67509	5156	5703	5710	18548	199	0	352	2736	0	0	408	0	0	0	0	0	0	0	0	0
EC-14C	41312	2210	43522	61949	856	13773	18677	6817	86	0	200	651	0	0	252	0	0	0	0	0	0	0	0	0
EC-14P	3664	51	3715	3901	691	954	646	1250	18	0	21	51	0	0	33	0	0	0	0	0	0	0	0	0
EC-15	707279	30071	737350	897580	366856	332547	0	0	4990	2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15A	56580	2329	58909	69872	31870	23996	0	0	496	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15B	51207	2365	53572	64434	28351	22471	0	0	251	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15C	59516	3041	62557	76083	30277	28549	0	0	583	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15D	50667	2817	53484	67182	23984	26181	0	0	311	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15E	43142	1777	44919	53579	23974	18802	0	0	241	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15F	41632	1747	43379	52667	21295	20011	0	0	189	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15G	49602	1441	51043	61107	25709	23502	0	0	213	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15H	54779	2235	57014	68616	30192	23922	0	0	442	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15I	54901	2229	57130	69233	27109	27173	0	0	272	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15J	55255	2013	57268	69064	28551	26223	0	0	277	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15K	43533	1745	45278	55872	20829	22167	0	0	263	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15L	44779	1947	46726	59146	22173	22042	0	0	334	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15M	46246	1752	47998	60627	23746	21805	0	0	491	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15N	36084	2243	38327	49109	18300	17193	0	0	466	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-15P	19356	390	19746	20989	10496	8510	0	0	161	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16	280711	13144	293873	385690	150587	127671	0	0	1615	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16A	50048	2944	52992	73757	26645	23166	0	0	150	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16B	58613	2949	61580	80010	32679	25367	0	0	439	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16C	61642	2723	64365	83057	31999	29076	0	0	356	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16D	47852	1804	49656	64449	26286	21120	0	0	282	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16E	57410	2613	60023	78919	29944	26925	0	0	338	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-16P	5146	111	5257	5498	3034	2017	0	0	50	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17	326984	14620	341604	418959	180454	142084	0	0	3077	1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17A	42979	1746	44725	55792	25041	17389	0	0	336	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17B	41098	1552	42650	51975	22825	17966	0	0	234	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17C	46360	1878	48238	62048	25277	19949	0	0	849	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17D	49510	2415	51925	65367	24306	24548	0	0	505	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17E	63602	3160	66762	79687	37744	25091	0	0	483	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17F	32060	1673	33733	41088	17881	13762	0	0	290	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17G	40273	1976	42249	50969	20987	18886	0	0	252	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-17P	11102	220	11322	12033	6393	4493	0	0	128	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-18	161078	6434	167512	204138	82438	76706	0	0	1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-18A	45850	1758	47608	57393	24660	20379	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-18B	44856	1626	46482	55264	22287	22261	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-18C	66693	2984	69677	87535	33381	32562	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-18P	3679	66	3745	3946	2110	1504	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-19	337059	28540	365599	444632	146546	182131	0	0	3555	1541	685	0	2601	0	0	0	0	0	0	0	0	0	0	0
EC-19A	45380	3083	48463	58235	16702	27956	0	0	319	242	86	0	75	0	0	0	0	0	0	0	0	0	0	0
EC-19B	27441	2744	30185	36342	12646	14340	0	0	195	93	87	0	80	0	0	0	0	0	0	0	0	0	0	0
EC-19C	34712	3731	38443	45788	13012	21180	0	0	243	62	64	0	151	0	0	0	0	0	0	0	0	0	0	0
EC-19D	28961	1937	30898	40039	14070	14147	0	0	340	258	30	0	116	0	0	0	0	0	0	0	0	0	0	0
EC-19E	36894	3419	40313	48807	15341	20677	0	0	465	168	76	0	167	0	0	0	0	0	0	0	0	0	0	0
EC-19F	37102	3095	40197	47127	16792	19310	0	0	520	211	77	0	192	0	0	0	0	0	0	0	0	0	0	0
EC-19G	40569	3300	43869	53643	18811	19935	0	0	612	154	65	0	992	0	0	0	0	0	0	0	0	0	0	0
EC-19H	42404	3255	45659	56426	19545	21713	0	0	396	172	112	0	466	0	0	0	0	0	0	0	0	0	0	0
EC-19I	34892	3780	38672	48853	14491	19574	0	0	311	92	75	0	349	0	0	0	0	0	0	0	0	0	0	0
EC-19P	8704	196	8900	9372	5136	3299	0	0	154	89	13	0	13	0	0	0	0	0	0	0	0	0	0	0
EC-20	154663	16305	170968	203178	77955	67753	0	0	1896	0	90	0	106	0	0	6592	0	0	0	0	64	0	0	207
EC-20A	38754	4140	42894	50852	18546	18526	0	0	422	0	28	0	42	0	0	1104	0	0	0	0	27	0	0	59
EC-20B	49561	5328	54889	64229	27459	20277	0	0	431	0	37	0	40	0	0	1215	0	0	0	0	21	0	0	81
EC-20C	62801	6766	69567	84310	29989	27463	0	0	1000	0	23	0	24	0	0	4220	0	0	0	0	16	0	0	66
EC-20P	3547	71	3618	3787	1961	1487	0	0	43	0	2	0	0	0	0	53	0	0	0	0	0	0	0	1
EC-21	460285	23611	483890	564194	233687	220750	0	0	2330	1634	1555	0	127	0	0	0	0	0	0	0	202	0	0	0
EC-21A	56743	2797	59540	71614	30714	25070	0	0	229	538	150	0	13	0	0	0	0	0	0	0	29	0	0	0
EC-21B	67458	3291	70749	83492	35045	31619	0	0	303	243	204	0	15	0	0	0	0	0	0	0	29	0	0	0
EC-21C	46861	2541	49402	56593	21302	25008	0	0	232	121	164	0	15	0	0	0	0	0	0	0	19	0	0	0
EC-21D	58997	3870	62861	73136	28292	29959	0	0	373	133	204	0	14	0	0	0	0	0	0	0	22	0	0	0
EC-21E	57048	3009	60057	69702	25324	31183	0	0	237	101	171	0	15	0	0	0	0	0	0	0	17	0	0	0
EC-21F	56269	2812	59081	66888	27908	27819	0	0	140	128	222	0	17	0	0	0	0	0	0	0	35	0	0	0
EC-21G	36259	1716	37975	43279	18312	17674	0	0	75	55	116	0	11	0	0	0	0	0	0	0	16	0	0	0
EC-21H	71719	3490	75209	89903	41894	28547	0	0	654	239	324	0	26	0	0	0	0	0	0	0	35	0	0	0
EC-21P	8931	85	9016	9587	4896	3871	0	0	87	76	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EC-22	398010	17043	415053	513825	190689	203938	0	0	3383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22A	55469	1845	57314	70142	26678	28357	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22B	41677	1709	43386	54044	20730	20647	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22C	41938	1624	43562	54933	23084	18311	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22D	37791	1560	39351	49996	19346	17976	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22E	48187	2010	50197	63001	21814	25921	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22F	33079	1406	34485	42338	15383	17392	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22G	43687	2604	46291	57328	19340	24145	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22H	43907	1910	45817	56451	21536	22082	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22I	40283	2125	42408	52714	16305	23725	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-22P	11992	250	12242	12878	6473	5382	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-11001	241975	12551	254526	348511	104152	122575	0	0	1767	4699	7444	0	0	0	0	0	671	380	0	287	0	0	0	0
LG-11002	84274	2925	87199	115050	46849	32802	0	0	993	2206	1124	0	0	0	0	0	186	94	0	20	0	0	0	0
LG-11003	52339	1485	53824	71213	28106	21215	0	0	742	1975	140	0	0	0	0	0	104	39	0	18	0	0	0	0
LG-11004	74910	2701	77611	97831	41670	30360	0	0	992	1543	96	0	0	0	0	0	155	60	0	34	0	0	0	0
LG-11005	83792	3010	86802	113173	46899	30668	0	0	1541	4327	57	0	0	0	0	0	183	94	0	23	0	0	0	0
LG-11006	20860	869	21729	28244	11571	8394	0	0	293	516	13	0	0	0	0	0	43	22	0	8	0	0	0	0
LG-11007	11447	531	11978	14962	3829	5300	0	0	88	2182	8	0	0	0	0	0	18	13	0	9	0	0	0	0
LG-11008	74698	2082	76780	101317	41034	25269	0	0	1142	6932	51	0	0	0	0	0	152	89	0	29	0	0	0	0
LG-11009	62960	2213	65173	83753	37248	22333	0	0	1070	2045	25	0	0	0	0	0	125	79	0	35	0	0	0	0
LG-11010	20443	719	21162	27195	12094	7252	0	0	348	664	8	0	0	0	0	0	40	26	0	11	0	0	0	0
LG-11011	45733	1906	47639	61923	25368	18402	0	0	642	1130	29	0	0	0	0	0	95	49	0	18	0	0	0	0
LG-11012	50687	2351	53038	66251	16953	23468	0	0	388	9664	38	0	0	0	0	0	77	60	0	39	0	0	0	0
LG-11013	74544	2938	77482	106536	40034	29566	0	0	1180	3409	31	0	0	0	0	0	169	106	0	49	0	0	0	0
LG-12014	57743	2566	60309	80589	28830	28624	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12015	24060	775	24834	31667	15081	8556	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12016	10282	420	10702	13657	5160	5028	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12017	19132	821	19953	24820	10973	7988	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12018	2959	96	3055	3760	1682	1242	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12019	11416	398	11814	15080	6329	4936	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12020	11669	459	12127	15791	6657	4747	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12021	54104	2207	56311	71859	27151	26454	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12022	51802	2223	54025	67207	29711	21629	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12023	62615	2228	64843	77104	32951	29141	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12024	69104	2739	71843	89455	37512	30492	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LG-12025	67233	2192	69425	85432	38211	28213	0	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
